Date,History,Date01,Sim#01,Date02,Sim#02,Date03,Sim#03,Date04,Sim#04,Date,Sim#05,Date,Sim#06,Date,Sim#07,Date,Sim#08,Date,Sim#09,Date,Sim#10,Date,Sim#11,Date,Sim#12,Date,Sim#13,Date,Sim#14,Date,Sim#15,Date,Sim#16,Date,Sim#17,Date,Sim#18,Date,Sim#19,Date,Sim#20,Date,Sim#21,Date,Sim#22,Date,Sim#23,Date,Sim#24,Date,Sim#25,Date,Sim#26,Date,Sim#27,Date,Sim#28,Date,Sim#29,Date,Sim#30
37451,255.384201,37451,137.9074686,37451,280.9226212,37451,314.1225673,37451,250.276517,37451,168.5535727,37451,227.2919389,37451,204.3073608,37451,306.4610413,37451,311.5687253,37451,286.0303052,37451,127.6921005,37451,313.1010305,37451,301.3533572,37451,178.7689407,37451,291.1379892,37451,312.0794937,37451,319.2302513,37451,316.6764093,37451,153.2305206,37451,383.0763016,37451,183.8766248,37451,323.1887064,37451,321.7840933,37451,140.4613106,37451,317.9533303,37451,323.0610143,37451,270.7072531,37451,71.50757629,37451,296.2456732,37451,229.8457809
37452,255.4126282,37452,137.9228192,37452,280.953891,37452,314.1575327,37452,250.3043756,37452,168.5723346,37452,227.3172391,37452,204.3301025,37452,306.4951538,37452,311.6034064,37452,286.0621436,37452,127.7063141,37452,313.1358821,37452,301.3869012,37452,178.7888397,37452,291.1703961,37452,312.1142316,37452,319.2657852,37452,316.7116589,37452,153.2475769,37452,383.1189423,37452,183.8970923,37452,323.224681,37452,321.8199115,37452,140.4769455,37452,317.9887221,37452,323.0969746,37452,270.7373859,37452,71.51553589,37452,296.2786487,37452,229.8713654
37453.25,255.3771515,37453.25,137.9036618,37453.25,280.9148666,37453.25,314.1138963,37453.25,250.2696085,37453.25,168.54892,37453.25,227.2856648,37453.25,204.3017212,37453.25,306.4525818,37453.25,311.5601248,37453.25,286.0224097,37453.25,127.6885757,37453.25,313.0923877,37453.25,301.3450388,37453.25,178.764006,37453.25,291.1299527,37453.25,312.0708791,37453.25,319.2214394,37453.25,316.6676678,37453.25,153.2262909,37453.25,383.0657272,37453.25,183.8715491,37453.25,323.1797852,37453.25,321.7752109,37453.25,140.4574333,37453.25,317.9445536,37453.25,323.0520966,37453.25,270.6997806,37453.25,71.50560242,37453.25,296.2374957,37453.25,229.8394363
37454.42078,255.3458252,37454.42078,137.8867456,37454.42078,280.8804077,37454.42078,314.075365,37454.42078,250.2389087,37454.42078,168.5282446,37454.42078,227.2577844,37454.42078,204.2766602,37454.42078,306.4149902,37454.42078,311.5219067,37454.42078,285.9873242,37454.42078,127.6729126,37454.42078,313.0539817,37454.42078,301.3080737,37454.42078,178.7420776,37454.42078,291.0942407,37454.42078,312.0325984,37454.42078,319.1822815,37454.42078,316.6288232,37454.42078,153.2074951,37454.42078,383.0187378,37454.42078,183.8489941,37454.42078,323.1401418,37454.42078,321.7357397,37454.42078,140.4402039,37454.42078,317.9055524,37454.42078,323.0124689,37454.42078,270.6665747,37454.42078,71.49683105,37454.42078,296.2011572,37454.42078,229.8112427
37455.78101,255.3124237,37455.78101,137.8687088,37455.78101,280.8436661,37455.78101,314.0342812,37455.78101,250.2061752,37455.78101,168.5061996,37455.78101,227.2280571,37455.78101,204.249939,37455.78101,306.3749084,37455.78101,311.4811569,37455.78101,285.9499146,37455.78101,127.6562119,37455.78101,313.0130315,37455.78101,301.26866,37455.78101,178.7186966,37455.78101,291.056163,37455.78101,311.9917818,37455.78101,319.1405296,37455.78101,316.5874054,37455.78101,153.1874542,37455.78101,382.9686356,37455.78101,183.8249451,37455.78101,323.0978722,37455.78101,321.6936539,37455.78101,140.421833,37455.78101,317.8639675,37455.78101,322.970216,37455.78101,270.6311691,37455.78101,71.48747864,37455.78101,296.1624115,37455.78101,229.7811813
37457.4812,255.2738495,37457.4812,137.8478787,37457.4812,280.8012344,37457.4812,313.9868349,37457.4812,250.1683725,37457.4812,168.4807407,37457.4812,227.193726,37457.4812,204.2190796,37457.4812,306.3286194,37457.4812,311.4340964,37457.4812,285.9067114,37457.4812,127.6369247,37457.4812,312.9657395,37457.4812,301.2231424,37457.4812,178.6916946,37457.4812,291.0121884,37457.4812,311.9446441,37457.4812,319.0923119,37457.4812,316.5395734,37457.4812,153.1643097,37457.4812,382.9107742,37457.4812,183.7971716,37457.4812,323.0490565,37457.4812,321.6450504,37457.4812,140.4006172,37457.4812,317.8159426,37457.4812,322.9214196,37457.4812,270.5902805,37457.4812,71.47667786,37457.4812,296.1176654,37457.4812,229.7464645
37459.60657,255.2290955,37459.60657,137.8237115,37459.60657,280.752005,37459.60657,313.9317874,37459.60657,250.1245136,37459.60657,168.451203,37459.60657,227.153895,37459.60657,204.1832764,37459.60657,306.2749146,37459.60657,311.3794965,37459.60657,285.8565869,37459.60657,127.6145477,37459.60657,312.910871,37459.60657,301.1703326,37459.60657,178.6603668,37459.60657,290.9611688,37459.60657,311.8899547,37459.60657,319.0363693,37459.60657,316.4840784,37459.60657,153.1374573,37459.60657,382.8436432,37459.60657,183.7649487,37459.60657,322.9924203,37459.60657,321.5886603,37459.60657,140.3760025,37459.60657,317.7602238,37459.60657,322.8648058,37459.60657,270.5428412,37459.60657,71.46414673,37459.60657,296.0657507,37459.60657,229.7061859
37462.26318,255.17659,37462.26318,137.7953586,37462.26318,280.694249,37462.26318,313.8672057,37462.26318,250.0730582,37462.26318,168.4165494,37462.26318,227.1071651,37462.26318,204.141272,37462.26318,306.211908,37462.26318,311.3154398,37462.26318,285.7977808,37462.26318,127.588295,37462.26318,312.8464993,37462.26318,301.1083762,37462.26318,178.623613,37462.26318,290.9013126,37462.26318,311.8257929,37462.26318,318.9707375,37462.26318,316.4189716,37462.26318,153.105954,37462.26318,382.7648849,37462.26318,183.7271448,37462.26318,322.9259746,37462.26318,321.5225034,37462.26318,140.3471245,37462.26318,317.6948545,37462.26318,322.7983863,37462.26318,270.4871854,37462.26318,71.44944519,37462.26318,296.0048444,37462.26318,229.658931
37465.58398,255.1148987,37465.58398,137.7620453,37465.58398,280.6263885,37465.58398,313.7913254,37465.58398,250.0126007,37465.58398,168.3758331,37465.58398,227.0522598,37465.58398,204.0919189,37465.58398,306.1378784,37465.58398,311.2401764,37465.58398,285.7286865,37465.58398,127.5574493,37465.58398,312.7708658,37465.58398,301.0355804,37465.58398,178.5804291,37465.58398,290.8309845,37465.58398,311.7504062,37465.58398,318.8936234,37465.58398,316.3424744,37465.58398,153.0689392,37465.58398,382.672348,37465.58398,183.6827271,37465.58398,322.8479043,37465.58398,321.4447723,37465.58398,140.3131943,37465.58398,317.6180489,37465.58398,322.7203468,37465.58398,270.4217926,37465.58398,71.43217163,37465.58398,295.9332825,37465.58398,229.6034088
37469,255.0549469,37469,137.7296713,37469,280.5604416,37469,313.7175847,37469,249.953848,37469,168.336265,37469,226.9989027,37469,204.0439575,37469,306.0659363,37469,311.1670352,37469,285.6615405,37469,127.5274734,37469,312.6973649,37469,300.9648373,37469,178.5384628,37469,290.7626395,37469,311.6771451,37469,318.8186836,37469,316.2681342,37469,153.0329681,37469,382.5824203,37469,183.6395618,37469,322.7720353,37469,321.3692331,37469,140.2802208,37469,317.5434089,37469,322.6445078,37469,270.3582437,37469,71.41538513,37469,295.8637384,37469,229.5494522
37473.27002,254.879364,37473.27002,137.6348566,37473.27002,280.3673004,37473.27002,313.5016177,37473.27002,249.7817767,37473.27002,168.2203802,37473.27002,226.842634,37473.27002,203.9034912,37473.27002,305.8552368,37473.27002,310.9528241,37473.27002,285.4648877,37473.27002,127.439682,37473.27002,312.4821003,37473.27002,300.7576495,37473.27002,178.4155548,37473.27002,290.562475,37473.27002,311.4625828,37473.27002,318.599205,37473.27002,316.0504114,37473.27002,152.9276184,37473.27002,382.319046,37473.27002,183.5131421,37473.27002,322.5498352,37473.27002,321.1479987,37473.27002,140.1836502,37473.27002,317.3248082,37473.27002,322.4223955,37473.27002,270.1721259,37473.27002,71.36622192,37473.27002,295.6600623,37473.27002,229.3914276
37477.2406,254.734436,37477.2406,137.5565955,37477.2406,280.2078796,37477.2406,313.3233563,37477.2406,249.6397473,37477.2406,168.1247278,37477.2406,226.7136481,37477.2406,203.7875488,37477.2406,305.6813232,37477.2406,310.776012,37477.2406,285.3025684,37477.2406,127.367218,37477.2406,312.3044186,37477.2406,300.5866345,37477.2406,178.3141052,37477.2406,290.3972571,37477.2406,311.2854808,37477.2406,318.418045,37477.2406,315.8707007,37477.2406,152.8406616,37477.2406,382.1016541,37477.2406,183.4087939,37477.2406,322.3664288,37477.2406,320.9653894,37477.2406,140.1039398,37477.2406,317.1443729,37477.2406,322.2390616,37477.2406,270.0185022,37477.2406,71.32564209,37477.2406,295.4919458,37477.2406,229.2609924
37482,254.573288,37482,137.4695755,37482,280.0306168,37482,313.1251442,37482,249.4818222,37482,168.0183701,37482,226.5702263,37482,203.6586304,37482,305.4879456,37482,310.5794113,37482,285.1220825,37482,127.286644,37482,312.106851,37482,300.3964798,37482,178.2013016,37482,290.2135483,37482,311.0885579,37482,318.21661,37482,315.6708771,37482,152.7439728,37482,381.8599319,37482,183.2927673,37482,322.1624959,37482,320.7623428,37482,140.0153084,37482,316.9437435,37482,322.0352093,37482,269.8476852,37482,71.28052063,37482,295.305014,37482,229.1159592
37483.78479,254.6161499,37483.78479,137.4927209,37483.78479,280.0777649,37483.78479,313.1778644,37483.78479,249.5238269,37483.78479,168.0466589,37483.78479,226.6083734,37483.78479,203.6929199,37483.78479,305.5393799,37483.78479,310.6317029,37483.78479,285.1700879,37483.78479,127.308075,37483.78479,312.1593998,37483.78479,300.4470569,37483.78479,178.2313049,37483.78479,290.2624109,37483.78479,311.1409352,37483.78479,318.2701874,37483.78479,315.7240259,37483.78479,152.7696899,37483.78479,381.9242249,37483.78479,183.3236279,37483.78479,322.2167377,37483.78479,320.8163489,37483.78479,140.0388824,37483.78479,316.9971066,37483.78479,322.0894296,37483.78479,269.8931189,37483.78479,71.29252197,37483.78479,295.3547339,37483.78479,229.1545349
37484.40942,254.632843,37484.40942,137.5017352,37484.40942,280.0961273,37484.40942,313.1983969,37484.40942,249.5401861,37484.40942,168.0576764,37484.40942,226.6232303,37484.40942,203.7062744,37484.40942,305.5594116,37484.40942,310.6520685,37484.40942,285.1887842,37484.40942,127.3164215,37484.40942,312.1798655,37484.40942,300.4667548,37484.40942,178.2429901,37484.40942,290.281441,37484.40942,311.1613342,37484.40942,318.2910538,37484.40942,315.7447253,37484.40942,152.7797058,37484.40942,381.9492645,37484.40942,183.335647,37484.40942,322.2378628,37484.40942,320.8373822,37484.40942,140.0480637,37484.40942,317.0178896,37484.40942,322.1105464,37484.40942,269.9108136,37484.40942,71.29719604,37484.40942,295.3740979,37484.40942,229.1695587
37485.19031,254.6542816,37485.19031,137.5133121,37485.19031,280.1197098,37485.19031,313.2247664,37485.19031,249.561196,37485.19031,168.0718259,37485.19031,226.6423106,37485.19031,203.7234253,37485.19031,305.5851379,37485.19031,310.6782236,37485.19031,285.2127954,37485.19031,127.3271408,37485.19031,312.2061493,37485.19031,300.4920523,37485.19031,178.2579971,37485.19031,290.305881,37485.19031,311.1875321,37485.19031,318.317852,37485.19031,315.7713092,37485.19031,152.792569,37485.19031,381.9814224,37485.19031,183.3510828,37485.19031,322.2649934,37485.19031,320.8643948,37485.19031,140.0598549,37485.19031,317.0445806,37485.19031,322.1376662,37485.19031,269.9335385,37485.19031,71.30319885,37485.19031,295.3989667,37485.19031,229.1888535
37486.16638,254.6812592,37486.16638,137.5278799,37486.16638,280.1493851,37486.16638,313.2579488,37486.16638,249.587634,37486.16638,168.089631,37486.16638,226.6663206,37486.16638,203.7450073,37486.16638,305.617511,37486.16638,310.7111362,37486.16638,285.2430103,37486.16638,127.3406296,37486.16638,312.2392237,37486.16638,300.5238858,37486.16638,178.2768814,37486.16638,290.3366354,37486.16638,311.2204987,37486.16638,318.3515739,37486.16638,315.8047614,37486.16638,152.8087555,37486.16638,382.0218887,37486.16638,183.3705066,37486.16638,322.2991335,37486.16638,320.8983865,37486.16638,140.0746925,37486.16638,317.0781676,37486.16638,322.1717928,37486.16638,269.9621347,37486.16638,71.31075256,37486.16638,295.4302606,37486.16638,229.2131332
37487.38647,254.7159729,37487.38647,137.5466254,37487.38647,280.1875702,37487.38647,313.3006467,37487.38647,249.6216534,37487.38647,168.1125421,37487.38647,226.6972159,37487.38647,203.7727783,37487.38647,305.6591675,37487.38647,310.7534869,37487.38647,285.2818896,37487.38647,127.3579865,37487.38647,312.2817828,37487.38647,300.564848,37487.38647,178.301181,37487.38647,290.3762091,37487.38647,311.2629189,37487.38647,318.3949661,37487.38647,315.8478064,37487.38647,152.8295837,37487.38647,382.0739594,37487.38647,183.3955005,37487.38647,322.3430637,37487.38647,320.9421259,37487.38647,140.0937851,37487.38647,317.1213863,37487.38647,322.2157057,37487.38647,269.9989313,37487.38647,71.32047241,37487.38647,295.4705286,37487.38647,229.2443756
37488.9115,254.7598724,37488.9115,137.5703311,37488.9115,280.2358597,37488.9115,313.3546431,37488.9115,249.664675,37488.9115,168.1415158,37488.9115,226.7362865,37488.9115,203.8078979,37488.9115,305.7118469,37488.9115,310.8070444,37488.9115,285.3310571,37488.9115,127.3799362,37488.9115,312.3356036,37488.9115,300.6166495,37488.9115,178.3319107,37488.9115,290.4262546,37488.9115,311.3165641,37488.9115,318.4498405,37488.9115,315.9022418,37488.9115,152.8559235,37488.9115,382.1398087,37488.9115,183.4271082,37488.9115,322.3986186,37488.9115,320.9974393,37488.9115,140.1179298,37488.9115,317.1760412,37488.9115,322.2712386,37488.9115,270.0454648,37488.9115,71.33276428,37488.9115,295.521452,37488.9115,229.2838852
37490.81787,254.8156586,37490.81787,137.6004556,37490.81787,280.2972244,37490.81787,313.42326,37490.81787,249.7193454,37490.81787,168.1783347,37490.81787,226.7859361,37490.81787,203.8525269,37490.81787,305.7787903,37490.81787,310.8751035,37490.81787,285.3935376,37490.81787,127.4078293,37490.81787,312.4039974,37490.81787,300.6824771,37490.81787,178.370961,37490.81787,290.4898508,37490.81787,311.3847348,37490.81787,318.5195732,37490.81787,315.9714166,37490.81787,152.8893951,37490.81787,382.2234879,37490.81787,183.4672742,37490.81787,322.4692159,37490.81787,321.0677298,37490.81787,140.1486122,37490.81787,317.2454949,37490.81787,322.3418081,37490.81787,270.1045981,37490.81787,71.3483844,37490.81787,295.5861639,37490.81787,229.3340927
37493.20081,254.8865509,37493.20081,137.6387375,37493.20081,280.375206,37493.20081,313.5104576,37493.20081,249.7888199,37493.20081,168.2251236,37493.20081,226.8490303,37493.20081,203.9092407,37493.20081,305.8638611,37493.20081,310.9615921,37493.20081,285.472937,37493.20081,127.4432755,37493.20081,312.4909114,37493.20081,300.7661301,37493.20081,178.4205856,37493.20081,290.570668,37493.20081,311.4713652,37493.20081,318.6081886,37493.20081,316.0593231,37493.20081,152.9319305,37493.20081,382.3298264,37493.20081,183.5183167,37493.20081,322.5589302,37493.20081,321.1570541,37493.20081,140.187603,37493.20081,317.3337559,37493.20081,322.4314869,37493.20081,270.179744,37493.20081,71.36823425,37493.20081,295.668399,37493.20081,229.3978958
37496.17944,254.9761353,37496.17944,137.687113,37496.17944,280.4737488,37496.17944,313.6206464,37496.17944,249.8766126,37496.17944,168.2842493,37496.17944,226.9287604,37496.17944,203.9809082,37496.17944,305.9713623,37496.17944,311.070885,37496.17944,285.5732715,37496.17944,127.4880676,37496.17944,312.6007418,37496.17944,300.8718396,37496.17944,178.4832947,37496.17944,290.6727942,37496.17944,311.5808373,37496.17944,318.7201691,37496.17944,316.1704077,37496.17944,152.9856812,37496.17944,382.4642029,37496.17944,183.5828174,37496.17944,322.6722992,37496.17944,321.2699304,37496.17944,140.2368744,37496.17944,317.4452884,37496.17944,322.5448111,37496.17944,270.2747034,37496.17944,71.39331787,37496.17944,295.7723169,37496.17944,229.4785217
37498.08972,255.0347748,37498.08972,137.7187784,37498.08972,280.5382523,37498.08972,313.692773,37498.08972,249.9340793,37498.08972,168.3229514,37498.08972,226.9809496,37498.08972,204.0278198,37498.08972,306.0417297,37498.08972,311.1424252,37498.08972,285.6389478,37498.08972,127.5173874,37498.08972,312.6726339,37498.08972,300.9410342,37498.08972,178.5243423,37498.08972,290.7396432,37498.08972,311.6524948,37498.08972,318.7934685,37498.08972,316.2431207,37498.08972,153.0208649,37498.08972,382.5521622,37498.08972,183.6250378,37498.08972,322.7465075,37498.08972,321.3438162,37498.08972,140.2691261,37498.08972,317.5182946,37498.08972,322.6189901,37498.08972,270.3368613,37498.08972,71.40973694,37498.08972,295.8403387,37498.08972,229.5312973
37500,255.0941467,37500,137.7508392,37500,280.6035614,37500,313.7658005,37500,249.9922638,37500,168.3621368,37500,227.0337906,37500,204.0753174,37500,306.1129761,37500,311.214859,37500,285.7054443,37500,127.5470734,37500,312.7454239,37500,301.0110931,37500,178.5659027,37500,290.8073273,37500,311.7250473,37500,318.8676834,37500,316.3167419,37500,153.056488,37500,382.6412201,37500,183.6677856,37500,322.8216427,37500,321.4186249,37500,140.3017807,37500,317.5922127,37500,322.6940956,37500,270.3997955,37500,71.42636108,37500,295.9092102,37500,229.5847321
37501,255.1209869,37501,137.7653329,37501,280.6330856,37501,313.7988139,37501,250.0185672,37501,168.3798514,37501,227.0576784,37501,204.0967896,37501,306.1451843,37501,311.2476041,37501,285.7355054,37501,127.5604935,37501,312.77833,37501,301.0427646,37501,178.5846909,37501,290.8379251,37501,311.757846,37501,318.9012337,37501,316.3500238,37501,153.0725922,37501,382.6814804,37501,183.6871106,37501,322.855609,37501,321.4524435,37501,140.3165428,37501,317.6256287,37501,322.7280485,37501,270.4282462,37501,71.43387634,37501,295.9403448,37501,229.6088882
37502.25,255.1408234,37502.25,137.7760446,37502.25,280.6549057,37502.25,313.8232127,37502.25,250.0380069,37502.25,168.3929434,37502.25,227.0753328,37502.25,204.1126587,37502.25,306.168988,37502.25,311.2718045,37502.25,285.7577222,37502.25,127.5704117,37502.25,312.8026494,37502.25,301.0661716,37502.25,178.5985764,37502.25,290.8605386,37502.25,311.7820862,37502.25,318.9260292,37502.25,316.374621,37502.25,153.084494,37502.25,382.711235,37502.25,183.7013928,37502.25,322.880712,37502.25,321.4774374,37502.25,140.3274529,37502.25,317.6503251,37502.25,322.7531416,37502.25,270.4492728,37502.25,71.43943054,37502.25,295.9633551,37502.25,229.626741
37502.99561,255.1548004,37502.99561,137.7835922,37502.99561,280.6702805,37502.99561,313.8404045,37502.99561,250.0517044,37502.99561,168.4021683,37502.99561,227.0877724,37502.99561,204.1238403,37502.99561,306.1857605,37502.99561,311.2888565,37502.99561,285.7733765,37502.99561,127.5774002,37502.99561,312.8197853,37502.99561,301.0826645,37502.99561,178.6083603,37502.99561,290.8764725,37502.99561,311.7991661,37502.99561,318.9435005,37502.99561,316.3919525,37502.99561,153.0928802,37502.99561,382.7322006,37502.99561,183.7114563,37502.99561,322.8983999,37502.99561,321.4950485,37502.99561,140.3351402,37502.99561,317.6677265,37502.99561,322.7708225,37502.99561,270.4640884,37502.99561,71.44334412,37502.99561,295.9795685,37502.99561,229.6393204
37503.65857,255.1682129,37503.65857,137.790835,37503.65857,280.6850342,37503.65857,313.8569019,37503.65857,250.0648486,37503.65857,168.4110205,37503.65857,227.0997095,37503.65857,204.1345703,37503.65857,306.2018555,37503.65857,311.3052197,37503.65857,285.7883984,37503.65857,127.5841064,37503.65857,312.836229,37503.65857,301.0984912,37503.65857,178.617749,37503.65857,290.8917627,37503.65857,311.8155562,37503.65857,318.9602661,37503.65857,316.408584,37503.65857,153.1009277,37503.65857,382.7523193,37503.65857,183.7211133,37503.65857,322.9153734,37503.65857,321.5119482,37503.65857,140.3425171,37503.65857,317.684425,37503.65857,322.7877893,37503.65857,270.4783057,37503.65857,71.44709961,37503.65857,295.995127,37503.65857,229.6513916
37504.48743,255.1850586,37504.48743,137.7999316,37504.48743,280.7035645,37504.48743,313.8776221,37504.48743,250.0813574,37504.48743,168.4221387,37504.48743,227.1147021,37504.48743,204.1480469,37504.48743,306.2220703,37504.48743,311.3257715,37504.48743,285.8072656,37504.48743,127.5925293,37504.48743,312.8568818,37504.48743,301.1183691,37504.48743,178.629541,37504.48743,290.9109668,37504.48743,311.8361416,37504.48743,318.9813232,37504.48743,316.4294727,37504.48743,153.1110352,37504.48743,382.7775879,37504.48743,183.7332422,37504.48743,322.9366917,37504.48743,321.5331738,37504.48743,140.3517822,37504.48743,317.7053979,37504.48743,322.8090991,37504.48743,270.4961621,37504.48743,71.45181641,37504.48743,296.014668,37504.48743,229.6665527
37505.52332,255.2062531,37505.52332,137.8113766,37505.52332,280.7268784,37505.52332,313.9036913,37505.52332,250.102128,37505.52332,168.436127,37505.52332,227.1335652,37505.52332,204.1650024,37505.52332,306.2475037,37505.52332,311.3516287,37505.52332,285.8310034,37505.52332,127.6031265,37505.52332,312.8828662,37505.52332,301.1433786,37505.52332,178.6443771,37505.52332,290.9351285,37505.52332,311.8620412,37505.52332,319.0078163,37505.52332,316.4557538,37505.52332,153.1237518,37505.52332,382.8093796,37505.52332,183.7485022,37505.52332,322.9635132,37505.52332,321.5598788,37505.52332,140.3634392,37505.52332,317.731785,37505.52332,322.8359101,37505.52332,270.5186282,37505.52332,71.45775085,37505.52332,296.0392535,37505.52332,229.6856277
37506.81836,255.2332611,37506.81836,137.825961,37506.81836,280.7565872,37506.81836,313.9369112,37506.81836,250.1285959,37506.81836,168.4539523,37506.81836,227.1576024,37506.81836,204.1866089,37506.81836,306.2799133,37506.81836,311.3845786,37506.81836,285.8612524,37506.81836,127.6166306,37506.81836,312.9159781,37506.81836,301.1752481,37506.81836,178.6632828,37506.81836,290.9659177,37506.81836,311.8950451,37506.81836,319.0415764,37506.81836,316.4892438,37506.81836,153.1399567,37506.81836,382.8498917,37506.81836,183.767948,37506.81836,322.9976919,37506.81836,321.593909,37506.81836,140.3782936,37506.81836,317.7654101,37506.81836,322.8700753,37506.81836,270.5472568,37506.81836,71.46531311,37506.81836,296.0705829,37506.81836,229.709935
37508.43701,255.2678986,37508.43701,137.8446652,37508.43701,280.7946884,37508.43701,313.9795152,37508.43701,250.1625406,37508.43701,168.476813,37508.43701,227.1884297,37508.43701,204.2143188,37508.43701,306.3214783,37508.43701,311.4268362,37508.43701,285.9000464,37508.43701,127.6339493,37508.43701,312.9584436,37508.43701,301.2161203,37508.43701,178.687529,37508.43701,291.0054044,37508.43701,311.937372,37508.43701,319.0848732,37508.43701,316.5321942,37508.43701,153.1607391,37508.43701,382.9018478,37508.43701,183.792887,37508.43701,323.0415256,37508.43701,321.6375522,37508.43701,140.3973442,37508.43701,317.8085337,37508.43701,322.9138917,37508.43701,270.5839725,37508.43701,71.4750116,37508.43701,296.1107623,37508.43701,229.7411087
37510.46045,255.312439,37510.46045,137.868717,37510.46045,280.8436829,37510.46045,314.0342999,37510.46045,250.2061902,37510.46045,168.5062097,37510.46045,227.2280707,37510.46045,204.2499512,37510.46045,306.3749268,37510.46045,311.4811755,37510.46045,285.9499316,37510.46045,127.6562195,37510.46045,313.0130502,37510.46045,301.268678,37510.46045,178.7187073,37510.46045,291.0561804,37510.46045,311.9918004,37510.46045,319.1405487,37510.46045,316.5874243,37510.46045,153.1874634,37510.46045,382.9686584,37510.46045,183.8249561,37510.46045,323.0978915,37510.46045,321.6936731,37510.46045,140.4218414,37510.46045,317.8639865,37510.46045,322.9702353,37510.46045,270.6311853,37510.46045,71.48748291,37510.46045,296.1624292,37510.46045,229.7811951
37512.23022,255.3522797,37512.23022,137.890231,37512.23022,280.8875076,37512.23022,314.083304,37512.23022,250.2452341,37512.23022,168.5325046,37512.23022,227.2635289,37512.23022,204.2818237,37512.23022,306.4227356,37512.23022,311.5297812,37512.23022,285.9945532,37512.23022,127.6761398,37512.23022,313.0618949,37512.23022,301.31569,37512.23022,178.7465958,37512.23022,291.1015988,37512.23022,312.0404857,37512.23022,319.1903496,37512.23022,316.6368268,37512.23022,153.2113678,37512.23022,383.0284195,37512.23022,183.8536414,37512.23022,323.1483099,37512.23022,321.7438724,37512.23022,140.4437538,37512.23022,317.9135882,37512.23022,323.0206338,37512.23022,270.6734164,37512.23022,71.49863831,37512.23022,296.2086444,37512.23022,229.8170517
37514,255.3929138,37514,137.9121735,37514,280.9322052,37514,314.133284,37514,250.2850555,37514,168.5593231,37514,227.2996933,37514,204.3143311,37514,306.4714966,37514,311.5793549,37514,286.0400635,37514,127.6964569,37514,313.1117123,37514,301.3636383,37514,178.7750397,37514,291.1479218,37514,312.0901407,37514,319.2411423,37514,316.6872131,37514,153.2357483,37514,383.0893707,37514,183.8828979,37514,323.1997324,37514,321.7950714,37514,140.4661026,37514,317.9641777,37514,323.072036,37514,270.7164886,37514,71.51001587,37514,296.25578,37514,229.8536224
37516.21228,255.4415894,37516.21228,137.9384583,37516.21228,280.9857483,37516.21228,314.1931549,37516.21228,250.3327576,37516.21228,168.591449,37516.21228,227.3430145,37516.21228,204.3532715,37516.21228,306.5299072,37516.21228,311.638739,37516.21228,286.0945801,37516.21228,127.7207947,37516.21228,313.1713885,37516.21228,301.4210754,37516.21228,178.8091125,37516.21228,291.2034119,37516.21228,312.1496222,37516.21228,319.3019867,37516.21228,316.7475708,37516.21228,153.2649536,37516.21228,383.162384,37516.21228,183.9179443,37516.21228,323.2613313,37516.21228,321.8564026,37516.21228,140.4928741,37516.21228,318.0247787,37516.21228,323.1336105,37516.21228,270.7680847,37516.21228,71.52364502,37516.21228,296.3122437,37516.21228,229.8974304
37518.97754,255.5179138,37518.97754,137.9796735,37518.97754,281.0697052,37518.97754,314.287034,37518.97754,250.4075555,37518.97754,168.6418231,37518.97754,227.4109433,37518.97754,204.4143311,37518.97754,306.6214966,37518.97754,311.7318549,37518.97754,286.1800635,37518.97754,127.7589569,37518.97754,313.2649623,37518.97754,301.5111383,37518.97754,178.8625397,37518.97754,291.2904218,37518.97754,312.2428907,37518.97754,319.3973923,37518.97754,316.8422131,37518.97754,153.3107483,37518.97754,383.2768707,37518.97754,183.9728979,37518.97754,323.3579199,37518.97754,321.9525714,37518.97754,140.5348526,37518.97754,318.1198027,37518.97754,323.230161,37518.97754,270.8489886,37518.97754,71.54501587,37518.97754,296.40078,37518.97754,229.9661224
37522.43408,255.624176,37522.43408,138.0370551,37522.43408,281.1865936,37522.43408,314.4177365,37522.43408,250.5116925,37522.43408,168.7119562,37522.43408,227.5055167,37522.43408,204.4993408,37522.43408,306.7490112,37522.43408,311.8614948,37522.43408,286.2990771,37522.43408,127.812088,37522.43408,313.3952398,37522.43408,301.6365277,37522.43408,178.9369232,37522.43408,291.4115607,37522.43408,312.3727431,37522.43408,319.53022,37522.43408,316.9739783,37522.43408,153.3745056,37522.43408,383.436264,37522.43408,184.0494067,37522.43408,323.4923948,37522.43408,322.0864618,37522.43408,140.5932968,37522.43408,318.2520992,37522.43408,323.3645827,37522.43408,270.9616266,37522.43408,71.57476929,37522.43408,296.5240442,37522.43408,230.0617584
37526.21704,255.7479706,37526.21704,138.1039041,37526.21704,281.3227676,37526.21704,314.5700038,37526.21704,250.6330112,37526.21704,168.7936606,37526.21704,227.6156938,37526.21704,204.5983765,37526.21704,306.8975647,37526.21704,312.0125241,37526.21704,286.4377271,37526.21704,127.8739853,37526.21704,313.5470119,37526.21704,301.7826053,37526.21704,179.0235794,37526.21704,291.5526865,37526.21704,312.5240201,37526.21704,319.6849632,37526.21704,317.1274835,37526.21704,153.4487823,37526.21704,383.6219559,37526.21704,184.1385388,37526.21704,323.6490568,37526.21704,322.2424429,37526.21704,140.6613838,37526.21704,318.4062234,37526.21704,323.5211828,37526.21704,271.0928488,37526.21704,71.60943176,37526.21704,296.6676459,37526.21704,230.1731735
