Date,History,Date00,REF,Date01,Sim#01,Date02,Sim#02,Date03,Sim#03,Date04,Sim#04,Date,Sim#05,Date,Sim#06,Date,Sim#07,Date,Sim#08,Date,Sim#09,Date,Sim#10,Date,Sim#11,Date,Sim#12,Date,Sim#13,Date14,Sim#14,Date,Sim#15,Date,Sim#16,Date,Sim#17,Date,Sim#18,Date,Sim#19,Date,Sim#20,Date,Sim#21,Date,Sim#22,Date,Sim#23,Date,Sim#24,Date,Sim#25,Date,Sim#26,Date,Sim#27,Date,Sim#28,Date,Sim#29,Date,Sim#30
37493.20081,43856896,37493.20081,30699827.2,37493.20081,23682723.84,37493.20081,48242585.6,37493.20081,53943982.08,37493.20081,41664051.2,37493.20081,28945551.36,37493.20081,39032637.44,37493.20081,35085516.8,37493.20081,52628275.2,37493.20081,53505413.12,37493.20081,49119723.52,37493.20081,21928448,37493.20081,53768554.5,37493.20081,51751137.28,37493.20081,45175776,37493.20081,49996861.44,37493.20081,53593126.91,37493.20081,54821120,37493.20081,54382551.04,37493.20081,26314137.6,37493.20081,65785344,37493.20081,31576965.12,37493.20081,55500901.89,37493.20081,55259688.96,37493.20081,24121292.8,37493.20081,54601835.52,37493.20081,55478973.44,37493.20081,44734033.92,37493.20081,32892672,37493.20081,50873999.36,37493.20081,39471206.4
37496.17944,43949440,37496.17944,30764608,37496.17944,23732697.6,37496.17944,48344384,37496.17944,54057811.2,37496.17944,41751968,37496.17944,29006630.4,37496.17944,39115001.6,37496.17944,35159552,37496.17944,52739328,37496.17944,53618316.8,37496.17944,49223372.8,37496.17944,21974720,37496.17944,53882013.44,37496.17944,51860339.2,37496.17944,45248924,37496.17944,50102361.6,37496.17944,53706215.68,37496.17944,54936800,37496.17944,54497305.6,37496.17944,26369664,37496.17944,65924160,37496.17944,31643596.8,37496.17944,55618016.32,37496.17944,55376294.4,37496.17944,24172192,37496.17944,54717052.8,37496.17944,55596041.6,37496.17944,44828428.8,37496.17944,32962080,37496.17944,50981350.4,37496.17944,39554496
37498.08972,44008788,37498.08972,30806151.6,37498.08972,23764745.52,37498.08972,48409666.8,37498.08972,54130809.24,37498.08972,41808348.6,37498.08972,29045800.08,37498.08972,39167821.32,37498.08972,35207030.4,37498.08972,52810545.6,37498.08972,53690721.36,37498.08972,49289842.56,37498.08972,22004394,37498.08972,53954774.09,37498.08972,51930369.84,37498.08972,45295668,37498.08972,50170018.32,37498.08972,53778738.94,37498.08972,55010985,37498.08972,54570897.12,37498.08972,26405272.8,37498.08972,66013182,37498.08972,31686327.36,37498.08972,55693121.21,37498.08972,55451072.88,37498.08972,24204833.4,37498.08972,54790941.06,37498.08972,55671116.82,37498.08972,44888963.76,37498.08972,33006591,37498.08972,51050194.08,37498.08972,39607909.2
37500,44068140,37500,30847698,37500,23796795.6,37500,48474954,37500,54203812.2,37500,41864733,37500,29084972.4,37500,39220644.6,37500,35254512,37500,52881768,37500,53763130.8,37500,49356316.8,37500,22034070,37500,54027539.64,37500,52000405.2,37500,45342248,37500,50237679.6,37500,53851267.08,37500,55085175,37500,54644493.6,37500,26440884,37500,66102210,37500,31729060.8,37500,55768231.17,37500,55525856.4,37500,24237477,37500,54864834.3,37500,55746197.1,37500,44949502.8,37500,33051105,37500,51119042.4,37500,39661326
37501,44100452,37501,30870316.4,37501,23814244.08,37501,48510497.2,37501,54243555.96,37501,41895429.4,37501,29106298.32,37501,39249402.28,37501,35280361.6,37501,52920542.4,37501,53802551.44,37501,49392506.24,37501,22050226,37501,54067154.15,37501,52038533.36,37501,45367856,37501,50274515.28,37501,53890752.34,37501,55125565,37501,54684560.48,37501,26460271.2,37501,66150678,37501,31752325.44,37501,55809122.01,37501,55566569.52,37501,24255248.6,37501,54905062.74,37501,55787071.78,37501,44982461.04,37501,33075339,37501,51156524.32,37501,39690406.8
37502.25,44139092,37502.25,30897364.4,37502.25,23835109.68,37502.25,48553001.2,37502.25,54291083.16,37502.25,41932137.4,37502.25,29131800.72,37502.25,39283791.88,37502.25,35311273.6,37502.25,52966910.4,37502.25,53849692.24,37502.25,49435783.04,37502.25,22069546,37502.25,54114526.79,37502.25,52084128.56,37502.25,45397344,37502.25,50318564.88,37502.25,53937970.42,37502.25,55173865,37502.25,54732474.08,37502.25,26483455.2,37502.25,66208638,37502.25,31780146.24,37502.25,55858020.93,37502.25,55615255.92,37502.25,24276500.6,37502.25,54953169.54,37502.25,55835951.38,37502.25,45021873.84,37502.25,33104319,37502.25,51201346.72,37502.25,39725182.8
37502.99561,44162140,37502.99561,30913498,37502.99561,23847555.6,37502.99561,48578354,37502.99561,54319432.2,37502.99561,41954033,37502.99561,29147012.4,37502.99561,39304304.6,37502.99561,35329712,37502.99561,52994568,37502.99561,53877810.8,37502.99561,49461596.8,37502.99561,22081070,37502.99561,54142783.64,37502.99561,52111325.2,37502.99561,45414928,37502.99561,50344839.6,37502.99561,53966135.08,37502.99561,55202675,37502.99561,54761053.6,37502.99561,26497284,37502.99561,66243210,37502.99561,31796740.8,37502.99561,55887188.17,37502.99561,55644296.4,37502.99561,24289177,37502.99561,54981864.3,37502.99561,55865107.1,37502.99561,45045382.8,37502.99561,33121605,37502.99561,51228082.4,37502.99561,39745926
37503.65857,44182636,37503.65857,30927845.2,37503.65857,23858623.44,37503.65857,48600899.6,37503.65857,54344642.28,37503.65857,41973504.2,37503.65857,29160539.76,37503.65857,39322546.04,37503.65857,35346108.8,37503.65857,53019163.2,37503.65857,53902815.92,37503.65857,49484552.32,37503.65857,22091318,37503.65857,54167911.74,37503.65857,52135510.48,37503.65857,45430560,37503.65857,50368205.04,37503.65857,53991181.19,37503.65857,55228295,37503.65857,54786468.64,37503.65857,26509581.6,37503.65857,66273954,37503.65857,31811497.92,37503.65857,55913125.86,37503.65857,55670121.36,37503.65857,24300449.8,37503.65857,55007381.82,37503.65857,55891034.54,37503.65857,45066288.72,37503.65857,33136977,37503.65857,51251857.76,37503.65857,39764372.4
37504.48743,44208252,37504.48743,30945776.4,37504.48743,23872456.08,37504.48743,48629077.2,37504.48743,54376149.96,37504.48743,41997839.4,37504.48743,29177446.32,37504.48743,39345344.28,37504.48743,35366601.6,37504.48743,53049902.4,37504.48743,53934067.44,37504.48743,49513242.24,37504.48743,22104126,37504.48743,54199316.95,37504.48743,52165737.36,37504.48743,45450092,37504.48743,50397407.28,37504.48743,54022483.94,37504.48743,55260315,37504.48743,54818232.48,37504.48743,26524951.2,37504.48743,66312378,37504.48743,31829941.44,37504.48743,55945542.91,37504.48743,55702397.52,37504.48743,24314538.6,37504.48743,55039273.74,37504.48743,55923438.78,37504.48743,45092417.04,37504.48743,33156189,37504.48743,51281572.32,37504.48743,39787426.8
37505.52332,44240276,37505.52332,30968193.2,37505.52332,23889749.04,37505.52332,48664303.6,37505.52332,54415539.48,37505.52332,42028262.2,37505.52332,29198582.16,37505.52332,39373845.64,37505.52332,35392220.8,37505.52332,53088331.2,37505.52332,53973136.72,37505.52332,49549109.12,37505.52332,22120138,37505.52332,54238578.38,37505.52332,52203525.68,37505.52332,45474496,37505.52332,50433914.64,37505.52332,54061617.27,37505.52332,55300345,37505.52332,54857942.24,37505.52332,26544165.6,37505.52332,66360414,37505.52332,31852998.72,37505.52332,55986069.28,37505.52332,55742747.76,37505.52332,24332151.8,37505.52332,55079143.62,37505.52332,55963949.14,37505.52332,45125081.52,37505.52332,33180207,37505.52332,51318720.16,37505.52332,39816248.4
37506.81836,44280308,37506.81836,30996215.6,37506.81836,23911366.32,37506.81836,48708338.8,37506.81836,54464778.84,37506.81836,42066292.6,37506.81836,29225003.28,37506.81836,39409474.12,37506.81836,35424246.4,37506.81836,53136369.6,37506.81836,54021975.76,37506.81836,49593944.96,37506.81836,22140154,37506.81836,54287657.61,37506.81836,52250763.44,37506.81836,45504972,37506.81836,50479551.12,37506.81836,54110536.38,37506.81836,55350385,37506.81836,54907581.92,37506.81836,26568184.8,37506.81836,66420462,37506.81836,31881821.76,37506.81836,56036729.77,37506.81836,55793188.08,37506.81836,24354169.4,37506.81836,55128983.46,37506.81836,56014589.62,37506.81836,45165914.16,37506.81836,33210231,37506.81836,51365157.28,37506.81836,39852277.2
37508.43701,44330344,37508.43701,31031240.8,37508.43701,23938385.76,37508.43701,48763378.4,37508.43701,54526323.12,37508.43701,42113826.8,37508.43701,29258027.04,37508.43701,39454006.16,37508.43701,35464275.2,37508.43701,53196412.8,37508.43701,54083019.68,37508.43701,49649985.28,37508.43701,22165172,37508.43701,54349001.74,37508.43701,52309805.92,37508.43701,45543036,37508.43701,50536592.16,37508.43701,54171680.37,37508.43701,55412930,37508.43701,54969626.56,37508.43701,26598206.4,37508.43701,66495516,37508.43701,31917847.68,37508.43701,56100050.33,37508.43701,55856233.44,37508.43701,24381689.2,37508.43701,55191278.28,37508.43701,56077885.16,37508.43701,45216950.88,37508.43701,33247758,37508.43701,51423199.04,37508.43701,39897309.6
37510.46045,44392892,37510.46045,31075024.4,37510.46045,23972161.68,37510.46045,48832181.2,37510.46045,54603257.16,37510.46045,42173247.4,37510.46045,29299308.72,37510.46045,39509673.88,37510.46045,35514313.6,37510.46045,53271470.4,37510.46045,54159328.24,37510.46045,49720039.04,37510.46045,22196446,37510.46045,54425685.59,37510.46045,52383612.56,37510.46045,45590556,37510.46045,50607896.88,37510.46045,54248114.02,37510.46045,55491115,37510.46045,55047186.08,37510.46045,26635735.2,37510.46045,66589338,37510.46045,31962882.24,37510.46045,56179204.83,37510.46045,55935043.92,37510.46045,24416090.6,37510.46045,55269150.54,37510.46045,56157008.38,37510.46045,45280749.84,37510.46045,33294669,37510.46045,51495754.72,37510.46045,39953602.8
37512.23022,44447600,37512.23022,31113320,37512.23022,24001704,37512.23022,48892360,37512.23022,54670548,37512.23022,42225220,37512.23022,29335416,37512.23022,39558364,37512.23022,35558080,37512.23022,53337120,37512.23022,54226072,37512.23022,49781312,37512.23022,22223800,37512.23022,54492757.6,37512.23022,52448168,37512.23022,45632072,37512.23022,50670264,37512.23022,54314967.2,37512.23022,55559500,37512.23022,55115024,37512.23022,26668560,37512.23022,66671400,37512.23022,32002272,37512.23022,56248437.8,37512.23022,56003976,37512.23022,24446180,37512.23022,55337262,37512.23022,56226214,37512.23022,45336552,37512.23022,33335700,37512.23022,51559216,37512.23022,40002840
37514,44502308,37514,31151615.6,37514,24031246.32,37514,48952538.8,37514,54737838.84,37514,42277192.6,37514,29371523.28,37514,39607054.12,37514,35601846.4,37514,53402769.6,37514,54292815.76,37514,49842584.96,37514,22251154,37514,54559829.61,37514,52512723.44,37514,45673548,37514,50732631.12,37514,54381820.38,37514,55627885,37514,55182861.92,37514,26701384.8,37514,66753462,37514,32041661.76,37514,56317670.77,37514,56072908.08,37514,24476269.4,37514,55405373.46,37514,56295419.62,37514,45392354.16,37514,33376731,37514,51622677.28,37514,40052077.2
37516.21228,44565744,37516.21228,31196020.8,37516.21228,24065501.76,37516.21228,49022318.4,37516.21228,54815865.12,37516.21228,42337456.8,37516.21228,29413391.04,37516.21228,39663512.16,37516.21228,35652595.2,37516.21228,53478892.8,37516.21228,54370207.68,37516.21228,49913633.28,37516.21228,22282872,37516.21228,54637602.14,37516.21228,52587577.92,37516.21228,45719620,37516.21228,50804948.16,37516.21228,54459339.17,37516.21228,55707180,37516.21228,55261522.56,37516.21228,26739446.4,37516.21228,66848616,37516.21228,32087335.68,37516.21228,56397949.03,37516.21228,56152837.44,37516.21228,24511159.2,37516.21228,55484351.28,37516.21228,56375666.16,37516.21228,45457058.88,37516.21228,33424308,37516.21228,51696263.04,37516.21228,40109169.6
37518.97754,44645040,37518.97754,31251528,37518.97754,24108321.6,37518.97754,49109544,37518.97754,54913399.2,37518.97754,42412788,37518.97754,29465726.4,37518.97754,39734085.6,37518.97754,35716032,37518.97754,53574048,37518.97754,54466948.8,37518.97754,50002444.8,37518.97754,22322520,37518.97754,54734819.04,37518.97754,52681147.2,37518.97754,45777284,37518.97754,50895345.6,37518.97754,54556238.88,37518.97754,55806300,37518.97754,55359849.6,37518.97754,26787024,37518.97754,66967560,37518.97754,32144428.8,37518.97754,56498298.12,37518.97754,56252750.4,37518.97754,24554772,37518.97754,55583074.8,37518.97754,56475975.6,37518.97754,45537940.8,37518.97754,33483780,37518.97754,51788246.4,37518.97754,40180536
37522.43408,44744156,37522.43408,31320909.2,37522.43408,24161844.24,37522.43408,49218571.6,37522.43408,55035311.88,37522.43408,42506948.2,37522.43408,29531142.96,37522.43408,39822298.84,37522.43408,35795324.8,37522.43408,53692987.2,37522.43408,54587870.32,37522.43408,50113454.72,37522.43408,22372078,37522.43408,54856335.26,37522.43408,52798104.08,37522.43408,45849332,37522.43408,51008337.84,37522.43408,54677358.63,37522.43408,55930195,37522.43408,55482753.44,37522.43408,26846493.6,37522.43408,67116234,37522.43408,32215792.32,37522.43408,56623729.42,37522.43408,56377636.56,37522.43408,24609285.8,37522.43408,55706474.22,37522.43408,56601357.34,37522.43408,45639039.12,37522.43408,33558117,37522.43408,51903220.96,37522.43408,40269740.4
37526.21704,44852632,37526.21704,31396842.4,37526.21704,24220421.28,37526.21704,49337895.2,37526.21704,55168737.36,37526.21704,42610000.4,37526.21704,29602737.12,37526.21704,39918842.48,37526.21704,35882105.6,37526.21704,53823158.4,37526.21704,54720211.04,37526.21704,50234947.84,37526.21704,22426316,37526.21704,54989326.83,37526.21704,52926105.76,37526.21704,45928060,37526.21704,51132000.48,37526.21704,54809916.3,37526.21704,56065790,37526.21704,55617263.68,37526.21704,26911579.2,37526.21704,67278948,37526.21704,32293895.04,37526.21704,56761005.8,37526.21704,56514316.32,37526.21704,24668947.6,37526.21704,55841526.84,37526.21704,56738579.48,37526.21704,45749684.64,37526.21704,33639474,37526.21704,52029053.12,37526.21704,40367368.8
37530,44961112,37530,31472778.4,37530,24279000.48,37530,49457223.2,37530,55302167.76,37530,42713056.4,37530,29674333.92,37530,40015389.68,37530,35968889.6,37530,53953334.4,37530,54852556.64,37530,50356445.44,37530,22480556,37530,55122323.31,37530,53054112.16,37530,46006612,37530,51255667.68,37530,54942478.86,37530,56201390,37530,55751778.88,37530,26976667.2,37530,67441668,37530,32372000.64,37530,56898287.24,37530,56651001.12,37530,24728611.6,37530,55976584.44,37530,56875806.68,37530,45860334.24,37530,33720834,37530,52154889.92,37530,40465000.8
37533,45036560,37533,31525592,37533,24319742.4,37533,49540216,37533,55394968.8,37533,42784732,37533,29724129.6,37533,40082538.4,37533,36029248,37533,54043872,37533,54944603.2,37533,50440947.2,37533,22518280,37533,55214822.56,37533,53143140.8,37533,46062568,37533,51341678.4,37533,55034676.32,37533,56295700,37533,55845334.4,37533,27021936,37533,67554840,37533,32426323.2,37533,56993766.68,37533,56746065.6,37533,24770108,37533,56070517.2,37533,56971248.4,37533,45937291.2,37533,33777420,37533,52242409.6,37533,40532904
37536,45112008,37536,31578405.6,37536,24360484.32,37536,49623208.8,37536,55487769.84,37536,42856407.6,37536,29773925.28,37536,40149687.12,37536,36089606.4,37536,54134409.6,37536,55036649.76,37536,50525448.96,37536,22556004,37536,55307321.81,37536,53232169.44,37536,46118492,37536,51427689.12,37536,55126873.78,37536,56390010,37536,55938889.92,37536,27067204.8,37536,67668012,37536,32480645.76,37536,57089246.12,37536,56841130.08,37536,24811604.4,37536,56164449.96,37536,57066690.12,37536,46014248.16,37536,33834006,37536,52329929.28,37536,40600807.2
37539.5,45189408,37539.5,31632585.6,37539.5,24402280.32,37539.5,49708348.8,37539.5,55582971.84,37539.5,42929937.6,37539.5,29825009.28,37539.5,40218573.12,37539.5,36151526.4,37539.5,54227289.6,37539.5,55131077.76,37539.5,50612136.96,37539.5,22594704,37539.5,55402214.21,37539.5,53323501.44,37539.5,46176604,37539.5,51515925.12,37539.5,55221456.58,37539.5,56486760,37539.5,56034865.92,37539.5,27113644.8,37539.5,67784112,37539.5,32536373.76,37539.5,57187195.82,37539.5,56938654.08,37539.5,24854174.4,37539.5,56260812.96,37539.5,57164601.12,37539.5,46093196.16,37539.5,33892056,37539.5,52419713.28,37539.5,40670467.2
37541.25,45228108,37541.25,31659675.6,37541.25,24423178.32,37541.25,49750918.8,37541.25,55630572.84,37541.25,42966702.6,37541.25,29850551.28,37541.25,40253016.12,37541.25,36182486.4,37541.25,54273729.6,37541.25,55178291.76,37541.25,50655480.96,37541.25,22614054,37541.25,55449660.41,37541.25,53369167.44,37541.25,46205576,37541.25,51560043.12,37541.25,55268747.98,37541.25,56535135,37541.25,56082853.92,37541.25,27136864.8,37541.25,67842162,37541.25,32564237.76,37541.25,57236170.67,37541.25,56987416.08,37541.25,24875459.4,37541.25,56308994.46,37541.25,57213556.62,37541.25,46132670.16,37541.25,33921081,37541.25,52464605.28,37541.25,40705297.2
37543,45266808,37543,31686765.6,37543,24444076.32,37543,49793488.8,37543,55678173.84,37543,43003467.6,37543,29876093.28,37543,40287459.12,37543,36213446.4,37543,54320169.6,37543,55225505.76,37543,50698824.96,37543,22633404,37543,55497106.61,37543,53414833.44,37543,46234480,37543,51604161.12,37543,55316039.38,37543,56583510,37543,56130841.92,37543,27160084.8,37543,67900212,37543,32592101.76,37543,57285145.52,37543,57036178.08,37543,24896744.4,37543,56357175.96,37543,57262512.12,37543,46172144.16,37543,33950106,37543,52509497.28,37543,40740127.2
37545.1875,45320320,37545.1875,31724224,37545.1875,24472972.8,37545.1875,49852352,37545.1875,55743993.6,37545.1875,43054304,37545.1875,29911411.2,37545.1875,40335084.8,37545.1875,36256256,37545.1875,54384384,37545.1875,55290790.4,37545.1875,50758758.4,37545.1875,22660160,37545.1875,55562712.32,37545.1875,53477977.6,37545.1875,46277520,37545.1875,51665164.8,37545.1875,55381431.04,37545.1875,56650400,37545.1875,56197196.8,37545.1875,27192192,37545.1875,67980480,37545.1875,32630630.4,37545.1875,57352864.96,37545.1875,57103603.2,37545.1875,24926176,37545.1875,56423798.4,37545.1875,57330204.8,37545.1875,46226726.4,37545.1875,33990240,37545.1875,52571571.2,37545.1875,40788288
37546.4884,45352144,37546.4884,31746500.8,37546.4884,24490157.76,37546.4884,49887358.4,37546.4884,55783137.12,37546.4884,43084536.8,37546.4884,29932415.04,37546.4884,40363408.16,37546.4884,36281715.2,37546.4884,54422572.8,37546.4884,55329615.68,37546.4884,50794401.28,37546.4884,22676072,37546.4884,55601728.54,37546.4884,53515529.92,37546.4884,46302896,37546.4884,51701444.16,37546.4884,55420319.97,37546.4884,56690180,37546.4884,56236658.56,37546.4884,27211286.4,37546.4884,68028216,37546.4884,32653543.68,37546.4884,57393138.23,37546.4884,57143701.44,37546.4884,24943679.2,37546.4884,56463419.28,37546.4884,57370462.16,37546.4884,46259186.88,37546.4884,34014108,37546.4884,52608487.04,37546.4884,40816929.6
37547.7926,45384044,37547.7926,31768830.8,37547.7926,24507383.76,37547.7926,49922448.4,37547.7926,55822374.12,37547.7926,43114841.8,37547.7926,29953469.04,37547.7926,40391799.16,37547.7926,36307235.2,37547.7926,54460852.8,37547.7926,55368533.68,37547.7926,50830129.28,37547.7926,22692022,37547.7926,55640837.94,37547.7926,53553171.92,37547.7926,46328208,37547.7926,51737810.16,37547.7926,55459301.77,37547.7926,56730055,37547.7926,56276214.56,37547.7926,27230426.4,37547.7926,68076066,37547.7926,32676511.68,37547.7926,57433507.68,37547.7926,57183895.44,37547.7926,24961224.2,37547.7926,56503134.78,37547.7926,57410815.66,37547.7926,46291724.88,37547.7926,34038033,37547.7926,52645491.04,37547.7926,40845639.6
37549.42285,45423924,37549.42285,31796746.8,37549.42285,24528918.96,37549.42285,49966316.4,37549.42285,55871426.52,37549.42285,43152727.8,37549.42285,29979789.84,37549.42285,40427292.36,37549.42285,36339139.2,37549.42285,54508708.8,37549.42285,55417187.28,37549.42285,50874794.88,37549.42285,22711962,37549.42285,55689730.82,37549.42285,53600230.32,37549.42285,46359712,37549.42285,51783273.36,37549.42285,55508035.13,37549.42285,56779905,37549.42285,56325665.76,37549.42285,27254354.4,37549.42285,68135886,37549.42285,32705225.28,37549.42285,57483975.82,37549.42285,57234144.24,37549.42285,24983158.2,37549.42285,56552785.38,37549.42285,57461263.86,37549.42285,46332402.48,37549.42285,34067943,37549.42285,52691751.84,37549.42285,40881531.6
37551.46069,45473772,37551.46069,31831640.4,37551.46069,24555836.88,37551.46069,50021149.2,37551.46069,55932739.56,37551.46069,43200083.4,37551.46069,30012689.52,37551.46069,40471657.08,37551.46069,36379017.6,37551.46069,54568526.4,37551.46069,55478001.84,37551.46069,50930624.64,37551.46069,22736886,37551.46069,55750844.47,37551.46069,53659050.96,37551.46069,46398936,37551.46069,51840100.08,37551.46069,55568949.38,37551.46069,56842215,37551.46069,56387477.28,37551.46069,27284263.2,37551.46069,68210658,37551.46069,32741115.84,37551.46069,57547058.47,37551.46069,57296952.72,37551.46069,25010574.6,37551.46069,56614846.14,37551.46069,57524321.58,37551.46069,46383247.44,37551.46069,34105329,37551.46069,52749575.52,37551.46069,40926394.8
37554.00793,45536084,37554.00793,31875258.8,37554.00793,24589485.36,37554.00793,50089692.4,37554.00793,56009383.32,37554.00793,43259279.8,37554.00793,30053815.44,37554.00793,40527114.76,37554.00793,36428867.2,37554.00793,54643300.8,37554.00793,55554022.48,37554.00793,51000414.08,37554.00793,22768042,37554.00793,55827238.98,37554.00793,53732579.12,37554.00793,46447796,37554.00793,51911135.76,37554.00793,55645094.65,37554.00793,56920105,37554.00793,56464744.16,37554.00793,27321650.4,37554.00793,68304126,37554.00793,32785980.48,37554.00793,57625914.3,37554.00793,57375465.84,37554.00793,25044846.2,37554.00793,56692424.58,37554.00793,57603146.26,37554.00793,46446805.68,37554.00793,34152063,37554.00793,52821857.44,37554.00793,40982475.6
37557.19202,45613972,37557.19202,31929780.4,37557.19202,24631544.88,37557.19202,50175369.2,37557.19202,56105185.56,37557.19202,43333273.4,37557.19202,30105221.52,37557.19202,40596435.08,37557.19202,36491177.6,37557.19202,54736766.4,37557.19202,55649045.84,37557.19202,51087648.64,37557.19202,22806986,37557.19202,55922729.67,37557.19202,53824486.96,37557.19202,46508684,37557.19202,51999928.08,37557.19202,55740273.78,37557.19202,57017465,37557.19202,56561325.28,37557.19202,27368383.2,37557.19202,68420958,37557.19202,32842059.84,37557.19202,57724481.57,37557.19202,57473604.72,37557.19202,25087684.6,37557.19202,56789395.14,37557.19202,57701674.58,37557.19202,46526251.44,37557.19202,34210479,37557.19202,52912207.52,37557.19202,41052574.8
37559.09595,45660548,37559.09595,31962383.6,37559.09595,24656695.92,37559.09595,50226602.8,37559.09595,56162474.04,37559.09595,43377520.6,37559.09595,30135961.68,37559.09595,40637887.72,37559.09595,36528438.4,37559.09595,54792657.6,37559.09595,55705868.56,37559.09595,51139813.76,37559.09595,22830274,37559.09595,55979831.85,37559.09595,53879446.64,37559.09595,46545032,37559.09595,52053024.72,37559.09595,55797189.66,37559.09595,57075685,37559.09595,56619079.52,37559.09595,27396328.8,37559.09595,68490822,37559.09595,32875594.56,37559.09595,57783423.49,37559.09595,57532290.48,37559.09595,25113301.4,37559.09595,56847382.26,37559.09595,57760593.22,37559.09595,46573758.96,37559.09595,34245411,37559.09595,52966235.68,37559.09595,41094493.2
37561,45707120,37561,31994984,37561,24681844.8,37561,50277832,37561,56219757.6,37561,43421764,37561,30166699.2,37561,40679336.8,37561,36565696,37561,54848544,37561,55762686.4,37561,51191974.4,37561,22853560,37561,56036929.12,37561,53934401.6,37561,46581328,37561,52106116.8,37561,55854100.64,37561,57133900,37561,56676828.8,37561,27424272,37561,68560680,37561,32909126.4,37561,57842360.36,37561,57590971.2,37561,25138916,37561,56905364.4,37561,57819506.8,37561,46621262.4,37561,34280340,37561,53020259.2,37561,41136408
37563.38,45757400,37563.38,32030180,37563.38,24708996,37563.38,50333140,37563.38,56281602,37563.38,43469530,37563.38,30199884,37563.38,40724086,37563.38,36605920,37563.38,54908880,37563.38,55824028,37563.38,51248288,37563.38,22878700,37563.38,56098572.4,37563.38,53993732,37563.38,46619144,37563.38,52163436,37563.38,55915542.8,37563.38,57196750,37563.38,56739176,37563.38,27454440,37563.38,68636100,37563.38,32945328,37563.38,57905989.7,37563.38,57654324,37563.38,25166570,37563.38,56967963,37563.38,57883111,37563.38,46672548,37563.38,34318050,37563.38,53078584,37563.38,41181660
37566.3551,45820248,37566.3551,32074173.6,37566.3551,24742933.92,37566.3551,50402272.8,37566.3551,56358905.04,37566.3551,43529235.6,37566.3551,30241363.68,37566.3551,40780020.72,37566.3551,36656198.4,37566.3551,54984297.6,37566.3551,55900702.56,37566.3551,51318677.76,37566.3551,22910124,37566.3551,56175624.05,37566.3551,54067892.64,37566.3551,46666428,37566.3551,52235082.72,37566.3551,55992343.06,37566.3551,57275310,37566.3551,56817107.52,37566.3551,27492148.8,37566.3551,68730372,37566.3551,32990578.56,37566.3551,57985523.84,37566.3551,57733512.48,37566.3551,25201136.4,37566.3551,57046208.76,37566.3551,57962613.72,37566.3551,46736652.96,37566.3551,34365186,37566.3551,53151487.68,37566.3551,41238223.2
37570.07385,45898808,37570.07385,32129165.6,37570.07385,24785356.32,37570.07385,50488688.8,37570.07385,56455533.84,37570.07385,43603867.6,37570.07385,30293213.28,37570.07385,40849939.12,37570.07385,36719046.4,37570.07385,55078569.6,37570.07385,55996545.76,37570.07385,51406664.96,37570.07385,22949404,37570.07385,56271938.61,37570.07385,54160593.44,37570.07385,46725472,37570.07385,52324641.12,37570.07385,56088343.38,37570.07385,57373510,37570.07385,56914521.92,37570.07385,27539284.8,37570.07385,68848212,37570.07385,33047141.76,37570.07385,58084941.52,37570.07385,57832498.08,37570.07385,25244344.4,37570.07385,57144015.96,37570.07385,58061992.12,37570.07385,46816784.16,37570.07385,34424106,37570.07385,53242617.28,37570.07385,41308927.2
37573.03687,45961404,37573.03687,32172982.8,37573.03687,24819158.16,37573.03687,50557544.4,37573.03687,56532526.92,37573.03687,43663333.8,37573.03687,30334526.64,37573.03687,40905649.56,37573.03687,36769123.2,37573.03687,55153684.8,37573.03687,56072912.88,37573.03687,51476772.48,37573.03687,22980702,37573.03687,56348681.3,37573.03687,54234456.72,37573.03687,46772460,37573.03687,52396000.56,37573.03687,56164835.69,37573.03687,57451755,37573.03687,56992140.96,37573.03687,27576842.4,37573.03687,68942106,37573.03687,33092210.88,37573.03687,58164156.76,37573.03687,57911369.04,37573.03687,25278772.2,37573.03687,57221947.98,37573.03687,58141176.06,37573.03687,46880632.08,37573.03687,34471053,37573.03687,53315228.64,37573.03687,41365263.6
37576,46024000,37576,32216800,37576,24852960,37576,50626400,37576,56609520,37576,43722800,37576,30375840,37576,40961360,37576,36819200,37576,55228800,37576,56149280,37576,51546880,37576,23012000,37576,56425424,37576,54308320,37576,46819388,37576,52467360,37576,56241328,37576,57530000,37576,57069760,37576,27614400,37576,69036000,37576,33137280,37576,58243372,37576,57990240,37576,25313200,37576,57299880,37576,58220360,37576,46944480,37576,34518000,37576,53387840,37576,41421600
37579.70386,46119700,37579.70386,32283790,37579.70386,24904638,37579.70386,50731670,37579.70386,56727231,37579.70386,43813715,37579.70386,30439002,37579.70386,41046533,37579.70386,36895760,37579.70386,55343640,37579.70386,56266034,37579.70386,51654064,37579.70386,23059850,37579.70386,56542752.2,37579.70386,54421246,37579.70386,46893064,37579.70386,52576458,37579.70386,56358273.4,37579.70386,57649625,37579.70386,57188428,37579.70386,27671820,37579.70386,69179550,37579.70386,33206184,37579.70386,58364480.35,37579.70386,58110822,37579.70386,25365835,37579.70386,57419026.5,37579.70386,58341420.5,37579.70386,47042094,37579.70386,34589775,37579.70386,53498852,37579.70386,41507730
